rating,cleaned_review
5,Mr. Samir . This is a really good place. 
5,"Absolutely amazing!
Delicious food, perfect ambiance, and outstanding service. Every detail was spot-on -- can't wait to come back!"
5,"Un restaurant incroyable aussi bien au niveau du service qui est impeccable, que l'ambiance mais surtout c'est un vrai voyage culinaire et une explosion de saveurs ! Tout a l'air delicieux et le choix est difficile car on aimerait tout gouter :P Nous avons essentiellement mange japonais et Surya etait au top !
Une adresse a ne pas manquer si vous passez par Katmandou !"
5,"The service was excellent. There was a huge selection of food across various cuisines.
Sonia, who was serving us was lovely"
5,The fish Malli was fantastic. So was Mr. Samir and Mr Bijay who took very good care of us.
5,Thank you for warm hospitality  Laxmi and garin love the place we wil visit again
5,Thank you laxmi and team
5,"5 star. Good food , good service and great ambience. Garina chaudary who served us food was very friendly and polite. Shout out Chef vijay and chef jiwan ."
5,Thank you garina for warm hospitality love the smile of Anurada and sagar and of course thank you Laxmi for suggesting foods
5,"Great food with exquisite ambience complimented by wonderful service and hospitality. It definitely is the best fine dining restaurant in Nepal. What attracts me to this place time and again is the availability of wide variety of cuisines and food options at a single setting, probably only one of its kind in Nepal.
Highly recommended!

P.S. I greatly enjoy Japanese cuisine here, always go for it"
5,It was wonderful place with so yummy food and lovely team.
5,"Good food, mood & hospitality."
4,"This place is definitely worth a visit -- the ambiance is lovely and the service is outstanding. A special thanks to Sandesh Khadka for the warm and welcoming hospitality!"""
5,Had a great dining experience with my family
5,"Nice atmosphere, varied menu and very pleasant service, Sandosh helped us"
5,Had varieties of dishes nice place
5,Mochi ice cream and mimosa is the best thank you laxmi for suggestion
5,Thank you laxmi and team surya
5,Thank you Laxmi's steam f wonderful hospitality as food was amazing definitely visit again
5,Perfect place for Family get together. We enjoyed here .. Food is good & testy .. Waiter behavior is good ..
5,Love the service snd foods
5,Food fantastic.
1,One of the worst experience. Over priced !!!!
4,Great experience dining at the Bagaicha. The food was delicious but the service was quite slow. The ambience is a vibe.
5,"We had an absolutely amazing dinner experience! The variety was incredible -- from the beautifully arranged Japanese platters and delicious bento-style dinner boxes to flavorful Tibetan dishes and classic Indian favorites, every item was a treat. Each dish was full of flavor, well-prepared, and clearly made with care. The presentation was thoughtful, the portions generous, and the overall atmosphere made the evening even more special. Highly recommended for anyone who enjoys diverse and delicious cuisine under one roof. Can't wait to visit again!"
1,"Extremely slow service, heavily overpriced, not worth it at all. Do yourself a favor and don't waste your money "
5,4 because couldnt do 4.5. 4.5 because there is always a room for improvement.
1,"Worst management ever seen, cost is totally expensive I  ordered a cocktail name whiskey old fashioned its a American bourbon cocktail but beside using bornon or American whiskey the bar team pour and used domestic whiskey named old durbar. Even waited for order replacement but entire service team including managers didn't respond to us they were busy gossiping standing beside bagaicha bar"
4,"Well the place is fine, clean and posh"
4,"The food was absolutely delicious! Every dish was full of flavor and beautifully presented. We were served by Laxmin and Amit, who were both incredibly attentive and friendly. Thank you!"
5,"Great meal and great concept!

Amazing service by Laxman and Amrit"
5,"Experience at Bagaicha has always been amazing.  Their consistency with Food Ambience and hospitality is on point  . I m especially impressed by their professional valet services which makes life so much easier.
My last experience being pop up of famous farzi cafe which was fantastic.  Looking forward to more of those collaboration."
5,Food was awesome specially of farzi cage fest and service by whole staff was awesome
5,Nice atmosphere and ambiance. Food is nice best service given by pratikshya and her team.
5,"Had the tasting menu by Farzi Cafe, it was excellent!  Amrit and Laxman served us and they are absolutely brilliant - the experience was excellent because of them."
2,"Waiting for 4 hours to prepare our breakfast
Food is good service okay wait time too long apologize zero"
5,"We got a perfect ambiance here, as we were got  served very well, we liked a foods, it's very delicious, tasty, having natural vibes as we as we had great time, we were served by sonia mam she is very familiar  and we are interested to visit soon,... "
5,My spinach & almond agnolotti was amazing -- rich and creamy!
5,Osm
5,Just awesome place
5,"Absolutely Delightful - A Must-Visit in Kathmandu

I cannot believe I had my bestest time at Le Sherpa--what an extraordinary place tucked away in the middle of bustling Kathmandu. From the moment I walked in, the ambience captured my heart. The setting is serene and beautifully designed, with warm lights, tasteful decor, and a courtyard that brings a touch of nature to the dining experience. It's perfect for a calm, fine-dining evening.

Now let's talk about the food--absolutely divine! I had a tofu-based dish (I wish I could remember the name!) and a refreshing salad, and both were simply unforgettable. The tofu was delicate yet flavorful, paired with thoughtful sides that complemented the texture and spices. The salad was fresh, vibrant, and artfully plated, making each bite feel like a celebration of natural flavors. Every dish felt intentional and beautifully balanced.

The service was top-tier. The staff were polite, attentive, and genuinely kind--always ready to guide without being overbearing. Their attention to detail and warm approach made me feel relaxed and well cared for throughout the evening.

Le Sherpa is not just a restaurant--it's an experience. The calm, the quality, and the aesthetic appeal all come together to create something truly special.

Oopss!! Still can't get over how good everything was! This place is a must-visit for anyone looking to enjoy fine dining in Kathmandu. I'll absolutely be coming back."
5,"Romi was fantastic and had such a cheerful personality, which made the food and atmosphere even more enjoyable."
3,Went for farmers marker experience !!!
5,"Scenic, relaxed, excellent service, fantastic food."
5,"An absolutely outstanding experience! The food was a perfect 10/10. The ambience was just as impressive. Hospitality was warm and welcoming. But the real standout was the service--beyond exceptional, a well-deserved 100/10! Highly recommend!"
5,"Wonderful experience
Food was exceptional
Service from Sugam was marvellous he is such a gentleman,professional and fun."
4,Looks great but pricy
5,"The BEST dinner in Nepal! From start to finish the whole evening was exceptional, the food was fresh and full of flavour and the atmosphere was perfect. Thankyou so much for a beautiful evening!"
5,"My friends and I enjoyed a 5-course Christmas dinner here. The food was delicious and presented beautifully. Our waiter, Prajwal, was attentive and hard working. We will definitely return for more dining experiences in this gem of a restaurant."
5,Really good service and the ambience was the best.
5,"Nous venons de sortir du dejeuner de Noel. C'etait delicieux, l'equipe est adorable et le service parfait. Merci beaucoup pour tout. Nous recommandons cet endroit vivement pour y passer un moment unique."
5,"Great company, great atmosphere! Highly recommend for nice food and drinks"
4,"It's a nice modern restaurant. We had a group dinner here. I had the tofu with brown rice and a sauce. It tasted okay. It was very nice to get brown rice which seems to be rarely served in Nepal.
The salad was very good and the chocolate brownie was, too."
4,The food was mediocre and quite expensive  but the vibe over there is always good on a. Saturday morning
2,"Na ja, auf nobel gemacht, aber man verlasst den Tempel hungrig fur viel Geld. Sehr steif alles, Essen schmecht ganz gut, aber eben wenig, Nachschlag gibt es nicht. Sehr sauber alles, aber noch nie so ein schlechten Kaffee getrunken, dunkles Wasser. Selbst die Krauterbutter schmeckt nach nix. Zudem habe ich das teuerste Bier in ganz Nepal hier getrunken, eine Flasche Gorkha fur sage und schreibe 7 Eur.  Das Ambiente selbst ist aber ganz nett.  Aus unserer Sicht aber eine Fehlentscheidung."
5,Saturday Market  visit was good
5,Excellent food and service
5,Good food `aahaar`r`ysd sa`aad brryaakaasdii
5,"It was an amazing fine dining experience.
Starters to all course and all listed cuisine were finest.

I personally loved Mushroom Raviloi  which is also chef's recommendations.

Do try Sherpa Soup

Servers were all nice.

Entrance to the cafe and location is quite confusing. Do call and ask for directions."
5,Farmers market and an excellent cafe
5,"Great spot for a comfortable, quality, and modern dining experience in Kathmandu. The beautiful porch dining space was breezy and enjoyed a nice view of a small garden courtyard. Staff were professional and timely. Food was pretty good too, though the ambiance and service were the real gems here. Surprisingly quiet with being in the heart of town. Having a few shopping spots in the same area was also a nice bonus. I recommend this place for a brunch with the wife or even the family as the kids can run around in the garden area. Enjoy!"
1,"The restaurant tries to serve fancy western kitchen but does not provide. The dishes look good and are well presented but lack taste. The lamb was announced to be braised but simply was raw. The creme brulee was not brulee at all. Again nicely presented but without taste.
Maybe try to cultivate Nepalese kitchen that is so rich instead of trying to make weak copies of western cuisine."
5,Trendiges cool eingerichtetes Lokal mit asiatischer Fusionkuche. Das Lokal befindet sich einem kleinen Hof mit Geschaften lokaler Kunstler und Boutiquen. Ein Highlight.
5,Great food and very welcoming service. I like the nature vibes
4,"A cool hangout spot with tasty bites and a chill vibe, perfect for a group to unwind and dine."
5,"The best food experience i've had in a while, literally wiped the plate of ravioli clean. Amazing food. Servers were the best,  efficient and attentive.
The only thing that bothered me was the sheer number of mosquitoes, i wish they could do something about it though, otherwise a perfect place."
3,"Pricey, however."
5,Wonderful food and beautiful place
4,Overrated place
5,"Loved the ambience, menu, and the service"
5,"Farmers market was a fresh concept, really enjoyed a variety of foods in one place.
A bit pricey though worth it."
5,"It was hard to find the entrance of the restaurant, finally I found it, it was through the museum an Airbnb at Panipokhari.  The ambience of the restaurant looked attractive but was like sitting on a terrace. Staffs were professional, polite & attentive. Mixed mushroom with poached egg on top was delicious.  Pan seared trout fillets which came with mashed potatoes & vegs was really looked impressive  though a bit expensive but tasted excellent.  Really a great place for fine dining in Kathmandu."
4,"such a great ambience!
tranquil!"
5,"We had spinach agnolotti and pesto farfalle. I kinda liked them - they're slightly too oily but quite interesting combination of ingredients. Portion was big, we didn't finish it and brought leftovers with us to eat while traveling around town.

Atmosphere is wonderful and the warm drinks are nice."
1,"Don't even know what's the inside like, had to stay in the car so it didn't get locked.
No parking but you have the best reviews? How?
Stupid question ik, everyone that comes here can afford a driver/ pathao /a family or friend that will wait outside."
5,Best cheese in the town! Nice vibes.
4,"Eine Oase der Ruhe inmitten des chaotischen Stadtlebens draussen. Ausgezeichneter Service. 
Leider war das Hauptgericht, nicht das was es versprochen hatte, das Fleisch, Braised Beef, war zah, obwohl medium bestellt, und richtig warm es auch nicht, genau wie die Beilagen. Das einzige was richtig heiss war, war die Suppe, der Nachtisch hat es wieder herausgerissen  wir hatten es besser in Erinnerung, wo wir vor Jahren schon Mal da waren. Diesmal Le Sherpa war das leider nichts."
5,Excellent food and service. Very good value for fine dining. Best spot in Kathmandu!
5,Perfect for a Saturday brunch
2,Went to try breakfast and I was really disappointed!!! Regretted going there and won't prolly go back
5,"32 Marriage Anniversary so we went to Le Sherpa in a cold 26 January night... devoid of any souls because of Omicron the whole place was for us. Luckily all heaters we switched on kindly and after we opened a bottle of wine we were warm and happy. The soups were amazing, prawn starters good too. The Australian lamb was delicious and the array of veggies were generous too. Loved the Mustang organic potatoes but did not like the carrots which were big and not organic at all. Le Sherpa runs the Farmers Market every Saturday so please do give organic veggies & hike the price reasonably. Loved everything but the shaky table"
5,"""Le Sherpa Restaurant exceeded my expectations with its delightful ambiance, impeccable service, and a menu that showcases a perfect blend of flavors. A must-visit for a memorable dining experience!"""
4,Good food and budget friendly compared to some other places in the area. Drinks were good too
4,Overall good food with reasonable price.
1,"Worse place and rot food. It seems like place is hygenic and better place to stay and kill your hunger but today what i found there is, meat inside momo was too rot that it was smelling too bad but stil there staff didnot even apologize instead say we will replace. When i asked why food was not checked then replied happens sometime. And the cashier was looking at me too badly. Money minded freaks"
5,Everything average
1,"worst hookha ..
order jeera rice and grill chicken but it was nothing like I ordered..
it tasted horrible"
1,I went 10 years ago and i liked that time so after 10 years I went again to enjoy the food but my expectations was really awful. They were too careless. Raw blood was coming out from fried grilled chicken because it was under cooked and very bad smell from chicken. I will never go to this place again.
5,Burger was good 
1,"As many said, they really serve undercooked food. I have ordered cfc and grilled hot wings both was undercooked. I have been there before but now quality has gone down."
4,good
1,We got the burnt chowmein and biryani is so undercooked.. It's just waste of money .. I'm so angry and frustrate about it
2,The upper floor has a nice ambience but the food isn't good and prices are too high for it
1,"The service is too poor, extreme late,  this type of service will give bad name to other branch of chicken stations too."
4,"Chicken Station in Jhamsikhel is a great spot for tasty food at affordable prices. The menu features a variety of chicken dishes that are well-prepared and flavorful, making it a solid choice for a satisfying meal without breaking the bank. The casual setting adds to its appeal, providing a relaxed dining experience."
4,Nice place to have chicken items but the Service is slow and I have to reach out to somebody every time even when they are not busy
3,Our chicken wasn't cooked properly so just throw it away. Staffs were not willing to give us a refund
1,I ordered food from here and the  chicken rice ball is good as well as the burger is not properly cooked the meat is raw I just vomit rn I would not refer anyone to order or go there 
2,good
1,Ownership is has changed. Order didn't came for an hour. Not suggested. Lack the good responce .
4,"Overall everything is good.Can hangout with your loved one and friends with good food and vibes.

I don't recommend crunchy chicken burgers
It has lots of mayonnaise only.
Elese everything is good."
1,"Only c momo and ice is good. The name is chicken station but the main thing grilled chicken is bad in taste too.

So I don't recommend this place if you want to enjoy good food but in  case of atmosphere it is average"
3,That nice
1,Unfriendly for non-smokers. Should say no entry for children if there is no 'no smoking zone'.
4,Slow service. Strictly don't try spicy potato fry. Good ambience though.
4,Food here tastes amazing and the service is also good.
1,Disappointments
4,Chicken mo:mo and wings was really good.
1,"Chicken station at jhamsikhel, they have ok service but now they have very worst food, we had crunchy chicken but it was not cook properly, bad smell of oil. Chicken was smelly when we had burger inside it has found chowmin noodles. Before it was good. Now, they do not have good quality of food. Very embarrassing."
2,Food......
4,Kinda expensive for the taste
2,Not worth the price.
3,Just a Regular Burger.
2,Pizza was not that great and they charged full price on combo meal but forgot to give Coke other than that everything's good
1,"Worst fried chicken
Will never visit again "
1,"The ambience is nice, chill. But the main thing is why we are going there, we are going there for the food not the ambiences and all, food wasn't as good as it was before, we almost waited for an hour and finally we have our food in front of us but we have no spoons. How can we eat? And the food totally disappointed us. Some people who came after us already ate and leave the place while we were waiting there. Don't just focus on making a good ambience and all. Please make the food better and also the service."
5,"ambiance was good, fried chicken was so satisfying"
4,Decent outlet in jhamsikhel. Good value for money.
1,"Terrible service, they made us pay for food we didn't order just because they made it. Chicken popcorn was mid and served cold. Long waiting time for drinks."
4,Food and service is nice
3,"chicken station has been revamped with new cabinets, rooms, and a big space. While the service was still fast, I must say that the food served wasn't as good as it used to be. I tried their platter and found that the portion size wasn't worth the price and the food was just average. Even their famous animal fries, which used to be my favorite, have been degraded in taste. I hope they take note of this and pay more attention to the quality of the food they serve. it's still a decent place, but it could be better."
5,Hot chicken was fantastic hajur
1,"Cold Burger was served,
Plate of Momo was very sad.
Chicken station Jhamsikhel,
Was so fugging bad..

Boo, what a bummer!
Bland and basic, my burger, no wonder,
Bad buns, barely edible, I'm Baffled,
why even bother with this hunger?"
5,"Very nice place, comfy and cool. The food is very good and tasty. You can choose among different dishes. I've tried paneer, mutton, eggs and vegetables and it was all super.
You can also choose if you want a small or big size, nice"
5,"Fantastic food and drinks, stellar dining experience overall. The staff are also very helpful, and the ladyboss is around to oversee things.

They have a pretty good spread of local cuisine. I love their non-veg options, particularly their mutton dishes. Their Chicken Momo (Jhol) is amazing. Their veg options are also great.

They have both indoor and outdoor seating arrangements, so you can choose your ambience. Overall, a good place for a meal and chill."
5,"One of the best places to have Thakali Thali around Thamel. Tried out the thali from some places around and this definitely stood out! The taste, portion size and service amazing and the staff make sure that you are having a great experience!"
5,Exzellent service of Dhiraj. Tanks a lot!! We like to come back!
5,Yesterday went with family to have lunch. The service was fantastic and the food was very tasty. We had chicken and mutton thakali which was awesome.The hotel staff explained us about the food and we're very very attentive. The owner was also around with a beautiful smile. The place gives a party or festival vibe and the food adds up to have a great quality time experience. Will definitely visit again.
5,The thakali was the best i have ever had. Staff were really professional and friendly. The owner was also really nice. She assisted us really well. Will be coming back again.
5,superb
5,Nice ambiance and excellent tasty food
5,"Huge recommendation, lovely local and delicious food, couldn't ask for more!"
4,"Its and amazing. Taste of food, typical local taste. Thanks for serving us."
5,"This was our best meal so far in Kathmandu! The dishes (fully vegetarian) were beyond eccellent, the ambience tasteful and clean and the service extremely courteous. A special thanks to our host Dhiraj who took wonderful care of us. Totally recommended!!"
5,"Mei Wei De Ni Bo Er Chuan Tong Cai Yao,Er Qie Fu Wu Fei Chang Zhou Dao!Tong Ban Dian 6-course set menuMei Dao Du Hui Jie Shao Cai Se,Ye Hui Qin Qie Xun Wen Shi Fou Xu Yao Jia Xiao Cai. Jin Guan Wo Shi Dan Dian momo(Ni Bo Er Jiao Zi),Reng Bei Xun Wen Shi Fou Ye Xiang Yao raksiJi Xiao Cai,You Bin Zhi Ru Gui De Gan Shou!Wan Jian De Min Zu Wu Dao Biao Yan Shi Fen Huan Le,Hen Shi He You Ke Qian Lai Ti Yan!"
5,Perfect for thakali khana - not expensive as well
5,"Do not underestimate this place. So much good food. Did I mention wine from Australia that's actually good..... a truly great Nepali experience with a friendly local feeling.... And excellent food and service..... and a great price.... No rip off here, they want you to return!"
5,Excellent food and ambience! Much recommended.
5,"One of the best Thakali in Thamel area
Nabin Neupane gave us a really good service and every one was really polite and respectful 
will recommend to everyone!"
4,Milk Tea is the best! Friendly staff . 
5,Ahiraj y Rohit nos dieron una gran bienvenida a Nepal!! Y la comida nepali estaba buenisima!! Nos encanto
3,Do not order the mutton legs! It's literally just skin and bones! Apart from that the place was cozy and the waiters were friendly and quick. Very importante! The toilet was not so clean. 
4,Best thakali in KTM valley. Staff were really professional and friendly. The thakali set was really best.
5,All good dami 
5,"To begin with the ambience was perfect, we had our pet along and they even accommodate her. The staff is amazing and very polite and were very courteous, special mention to Driraj and Sisir who provided excellent service and the hospitality is top notch. Loved it."
1,"Im not sure they knowns hospitality
Very bad service thank you"
5,"I had an amazing dining experience at Kho Hang Restaurant! The ambiance is cozy yet vibrant, the food is flavorful and authentic, and the service is top-notch. Every dish we tried was delicious -- from the juicy momos to the perfectly spiced thukpa, everything tasted fresh and well-prepared.

What truly made our visit special was the exceptional service. A big shoutout to Dhiraj and Rohit, who went above and beyond to make us feel welcome. They were attentive, friendly, and had great knowledge of the menu. Their warm hospitality added a personal touch that made the meal even more enjoyable.

Highly recommend Kho Hang for anyone looking for a great place to enjoy Nepali cuisine with excellent service. I'll definitely be coming back!"
5,Warm hospitality and yummy food ..
5,We tried the cultural experience and the traditional thali. Everything was nice and flavorful. I commend mostly the excellent service of Dhiraj and Rohit. Thank you team!
5,Good ambition and good food
5,"lugar muy rico con comida nepali de muy buena calidad, el staff muy profesional y amigable, fue un placer pasar por aca en mi estadia por katmandu"
5,Great food! Great service by Dhiraj!
4,The ambience felt very comfortable with the best Thakali set i had ever in my life. The mutton bhutan was top notch. Also the customer service is so attractive specially by the staff Dhiraj Basnet. Will surely visit again.
4,"Posetili vashe zavedenie, v celom ostalis dovolny -- eda vkusnaya, horosho poel, obstanovka priyatnaya. No hochu ostavit obratnuyu svyaz po servisu.

Za vremya prebyvaniya k nam podhodili prakticheski vse oficianty po ocheredi, s intervalom bukvalno v minutu, sprashivali, vsyo li nravitsya. Odin i tot zhe vopros zvuchal slishkom chasto. Bylo oshchushchenie, chto za nami postoyanno nablyudayut, chtoby podbezhat po pervomu dvizheniyu.

Ponimayu, chto zhelanie proyavit zabotu -- eto plyus. No v kakoy-to moment takoe vnimanie nachinaet meshat -- my prosto ne mogli spokoyno poest, potomu chto kazhdye paru minut nas perebivali voprosami ili izvineniyami, dazhe kogda prosto prinosili blyuda.

V kakoy-to moment podoshla zhenshchina (vozmozhno, administrator ili hozyayka) -- i snova s tem zhe voprosom. Potom eshchyo neskolko raz utochnyali, ne dobavit li ovoshchey.

Pozhaluysta, nemnogo menshe navyazchivosti -- eto uluchshit vpechatlenie. Uveren, chto bolshinstvo gostey budut blagodarny za vozmozhnost prosto nasladitsya edoy bez postoyannyh preryvaniy."
5,"Comida tradicional muy sabrosa, servicio muy atento y amable (especialmente Nabin), y terraza muy agradable"
4,"Really liked the snacks and the cultural dance which takes place every evening.
Thanks to the staff Nabin for giving us good service as well."
5,"Nabin ,shishir , dhiraj and kuber were very  kind and generous with their work and food was very good as well ."
5,One of the best thakali in Kathmandu
5,"It was our first time visiting, and the experience was great! Delicious food and a welcoming atmosphere -- we'll definitely be back."
5,"Sishir is doing better service, appreciate it."
5,The food is awesome and the service is excellent. Naveen was wonderful and offered great service.
5,Great hospitality with a good service
5,"It was absolutely delicious, the buff oil on the rice, gave to the Dal Bath the perfect touch.  Thanks Dhiraj who was really helpfull about how the Thali works, and offering allways the extras of the Thali. I was really happy to chose this place, for sure will come back again."
5,Thank you for hosting us ! Everything was super amazing . Hoping to visit soon
5,Best thakali restaurant with the best dal bhat in town. I've been here for more than 6 times since I'm in Nepal. I got addicted to paneer
1,"I had ordered one Chicken Thakali set and Aalu Jimbu Sukuti from Pathao where I had clearly written an instruction to add extra rice and chicke gravy but at last, I received without any extras and even the original portion was not full enough. The portion of every item was literrally as same one when we sit in their place n use to get served at first glance. Aalu Jimbu Sukuti was pathetic in taste. They charge so enough as much as of other popular Thakali places but their service was hilarious. So dissapointing. Never gonna order again from here and  recommend to others as well. Such a great experience Khohang Thakali has provided to its very new customer who could be the regular one in future."
5,"great food, great employees and space"
5,Food is simply awesome from all perspective...
5,"Absolutely loved my experience at Khohang Taste of Thakali! The food was authentic and bursting with flavor, and the service was top-notch. A big shoutout to Dhiraj for being so warm, attentive, and helpful throughout the meal. Highly recommend for anyone craving delicious Nepali cuisine!"
5,Laziz xaw
5,Really good thakali food.
5,"This restaurant is a must visit whilst in Kathmandu.
The staff provide incredible service throughout, very attentive and accommodating. Our waiter (Kuber) was so friendly and polite, made the best experience even better.

Me and my partner both had the veg Thakali, they had rice, I had dhindo. The food was the best we have had travelling in Nepal and India. Dhal bat power!!! Dherai mitho.

For drinks we had the bottle of Nepali red wine (pataleban), and iced tea which both were great.

Highly recommend."
5,"If you're looking for a delicious, authentic Dal Bhat in a cozy and quiet setting with excellent service, Kohang - Taste of Thakali is the place to go.

From the moment you arrive, you'll be welcomed with open arms. The staff are incredibly friendly and attentive, especially waiter Nabin, who made our visit extra special with his warm smile and fast, professional service.

The food is served quickly, full of flavor, and prepared with care. If Dal Bhat is what you're craving, don't think twice! Go to Kohang. You definitely won't regret it!"
5,"Had an amazing meal at Khohang Taste of Thakali in Kathmandu! The dal bhat was comforting and packed with flavor, and the buckwheat pancakes were a surprise hit -- soft, earthy, and delicious. The mutton curry was rich and perfectly spiced. The staff were warm and generous, even letting us try a few local specialties on the house. A simple, authentic experience that truly felt like home-cooked Nepali food. Thanks to Dhiraj our server for this amazing experience!"
5,Amazing food had the best meal of the last four days . Dhiraj was an amazing host and provided excellent service which was a topping on the cake with an amazing food
5,A good restaurant with an amazing ambience with good food and good service from dhiraj
5,Good place with decent vibes. Dhiraj has been a great host.
5,"The beat food, i could feel the taste, nutrition and prana. Ghee was abaolute delight and the service is way beyond ratings. Thank you !
Totally recommend this!"
5,"Thank for  nice food service with delicious meals
And best service

I would like to recommend everyone visit and test the foods for khohang restaurant.."
5,One of the perfect place and taste for Thakali.
5,Best service ever
5,"The food was great, felt like I was eating at home. Also to mention our host suman was very jolly and welcoming. Besides that I got the opportunity to meet both of the owners who turned out to be sisters. They asked us about the food and were eager for our feedback. Definitely will comeback with my family and friends.... if you have time try out their cultural program."
5,I have mutton leg and also chicken thakali..The test is really good and flavorful. I like mutton leg the most very tender.. will be back for sure
5,"Khohang was recommended by our hotel as a great place to explore authentic Nepali flavors -- and it definitely offers a unique experience. The set Thakali menu is well-curated, and I really enjoyed the vegetarian thali with nettle soup and seasonal dishes. The food was nicely presented and full of traditional taste, served in beautiful brass bowls. However, portions felt a bit small, and compared to other places in Kathmandu, the price was on the higher side. Still, it's a lovely way to experience Thakali hospitality and heritage."
5,"Fantastic restaurant, Dhiraj and Kuber are the friendliest guys youll meet with excellent customer service! The 6 course menu is the best ever, we are going to miss this lovely nepalese food!!!"
1,This is the veg thakali i got for 600
5,"Khohang has a very laid back vibe, amazing atmosphere to have a calm and cozy lunch.
I was looking forward to try some good Nepalese food, and this place did not disappoint. Service was excellent ! The staff here are very kind :)
Definitely would recommend !"
5,"Amazing place with great service, expect no less the food is out of this world. Definitely will recommend and come back here again."
5,Delicious meal and lovely staff
5,Love everything about this place. Good food good vibes and the service is great too! Had a great experience here. Love from Malaysia 
5,Dhiraj is competent and very professional. The owner of the place was very accommodating as well. Thali is a must try for first-timer. Mo-mo was very juicy and exploded upon biting.
5,Delicious Dal Bhat  craft beer and local moonshine  very nice service 
5,Had the paneer dal bhat and it was the best dal bhat I've had. The price was super reasonable for the amount of food you get. Can pay by card! The staff is so wonderful and kind as well. A must visit in Kathmandu!
5,Excellent food and service and staff
5,Best Nepalese dish I had in Kathmandu. Had the mix platter which is full of flavors. Enjoyed the warm service too.
4,Everything was good but during a visit we go to experience a lot of flies flying around our dish if that could be resolved we could be thankful.
5,"We walked past this restaurant and we decided to look at the menu which was varied and well priced.
We decided to eat here and the food was fantastic with generous portions and very well presented and it didn't take long for the food to arrive.
The service from the moment we arrived until we left was impeccable and we will no doubt be back here soon."
5,"The place was amazing. It was a cultural night and we really enjoyed the ambiance and the the foods too. The songs were also folk songs which we have heard growing up. Like: Resham Firiri, Kya Ramro Sau Bari and others too.  At last the Thakali was great too. And I also tried my first Raksi (Nepali Wine). But I didn't like it very much. Will be my first and the last."
5,Excellent service and food!
5,"One of the best Thakali food in Kathmandu. One of the very few place that serves sishnu ko jhol""Nettle soup"". staffs and the owner are very friendly. Very attentive. I recommend this place very highly."
5,Dhiraj was an amazing host and so friendly and extremely polite! He made us feel so comfortable. The food was absolutely delicious!
5,Great food and service! Dhiraj and Kyber were amazing
5,Amazing food absolutely delicious  excellent service and very helpful would definitely recommend 
5,It was nice place and the  staff was to friendly and helpful service was a great swastika so kind.
5,Good food and good service sostika was very good sever 
5,"Nice place near Patan Durbar square, good to hide from the rain. Sandi was a big chiller"
5,Brilliant food! Brilliant ambiance! Brilliant staff! Sandeep was excellent as well! Extremely attentive and helpful!
5,It was  nice place. The staff Sandip was so friendly and helpful. Service was great!
5,"It was nice place .
And the staff Sandip was so friendly and did the great service. Great service and nice place."
5,It was  nice place. The staff Sandip was so friendly and helpful. Service was great!
5,It was a nice place. The staff (sandeep) was really friendly and the service was nice
3,"Love this place so damn much. But I felt portion of food could've been better. We had chicken khaja set and, mannn the portion of food was so tiny."
5,"Beautiful garden (quiet even though you are in the middle of the city), great service (thank you Biki) and good food. Offered DEET for the mosquitos, very kind."
5,Beautiful quiet place! Nice service and really good food! Thank you swostika!
5,Biki was great thank you so much. Lovely setting especially!
5,"The place is perfect, I came to eat alone and the atmosphere was very calm, just what I needed. The food was excellent and the service from the team was very reactive, especially Swostika. They even provided me with mosquito repellent as soon as I settled in. I highly recommend this restaurant-cafe !"
5,I have a wonderful thakali which feels like home. Service was really great.Thankyou biki and swastika for wonderful service
5,"The food was really good, ambience  was awesome and peaceful.I was fully satisfied with the service and food .Bishal dai was really helpful"
5,A quite and peaceful garden in the middle of chaotic lalitpur. Amazing food quality and staff. quick and warm staffs. recommend10/10 
5,I had the vegetarian Thakali and it was very tasty. The cocktails were also delicious and generous. The back garden is a beautiful and quiet respite from the chaos of central Patan. Our waitress Swostika was kind and attentive.
5,"Such a nice place to unwind, with delicious food and amazing service. Biki has been so kind and attentive. I will come back!"
5,Very friendly and helpful. Good place to visit for a date.
5,Love this cafe ! Always a great experience with tasty foods specially when Biki is working .
4,"Great ambience with great service.
Especially the guy named viki was really hospitable!!"
4,Food and service was really good. It is a quiet place to be. Our server Bishal was friendly.
5,Good food and beautiful ambiance as well as cooperative staff
5,Lovely place! Vishal was a great server.
5,"This place is really nice, has a great ambience and staffs are friendly and helpful. Bishal dai served us and he was really nice, helpful and friendly"
5,Delicious food and good service. Swastika was a very attentive and kind server.
5,I love Yala. Swostika is very friendly. I ordered pasta which is very tasty. The place has a very beautiful garden and it's spacious. Ideal for travelers or family dinner. :)
5,Very nice place and atmosphere. Lovely food. Swostika was super nice!
5,"Everything good.
Biki was nice"
5,Amazing food and lovely staff!! Swostika was my very kind and attentive server. Cannot recommend this place enough! 10/10
5,"Lovely place and people, Swostika was such a nice presence"
5,"The place is really beautiful and peaceful. Right in the middle of Patan. The food was also great. Balanced flavours and good portions. Biki was a really great staff who helped us with everything! We had a three course meal of starter, drink, main dish and desserts. Overall 5/5."
5,The food was very good. Biki was a great server. I recommend this place.
3,It was my second time with my family here and I was disappointed this time. We booked earlier as we had a head count of 8. There was zero coordination between staff. We ordered a dish which was missed and had to cancel. The food wasn't as great as before. Expected better.
3,It has the vibe of traditional look but furnitures are not that well to be
4,"Average
Food taste is okayish not that great.."
