Review,Sentiment
this restaurant is the top pizza parlor in town offering around varieties of pizza with authentic italian flavors besides pizza they serve delicious traditional italian dishes like pasta and spaghetti bolognese making it a mustvisit for italian cuisine lovers,Positive
a great place to grab a pizza or pasta meal nepali offerings also available its a busy bustling place with a vibrant atmosphere staff are busy but efficient and friendly consistently good food,Positive
best pizza we ever had,Positive
the pizza here is average unfortunately a pizza not to come back for weve been here twice because of an appointment unfortunately the dough is too dry and there is a lack of seasoning the second time we were here it was unfortunately a disaster the pizza was even drier it tasted like nothing we suspect that because the place was too full the pizzas lost a lot in a hurry we had to wait longer for the pizzas when it was less busy it is very loud and very warm in the restaurant despite the air conditioning you can pay by card there is parking in front of the door,Negative
the crust was crunchy and the toppings were plentiful was this the best pizza ive ever had no but it is also a nice alternative to all of the momo and thalis that im sure you are all having here the place was quite full with both tourists and locals in attendance,Positive
really enjoyed the food mocktails and icecream here well located in the shopping district near aloft hotel star service,Positive
really nice place with pizza like in europe the restaurant is also very nice and not to busy,Positive
pastas and pizzas were excellent,Positive
very good food and nice services,Positive
a great downtown place in thamel stands out from the rest with its history and on point service we were ushered in by a very attentive and hands on concierge and the experience was just wonderful we tried their ettore pizza followed by a calzone and their signature dessert amore mio with ice cream i loved how airy the bread was and all fluffy in the crust a very satisfying pizza indeed the calzone was the highlight for us the stuffing was bloody good the amore mio was basically a small calzone with what seemed like a nutella type stuffing went great with the ice cream id certainly recommend it to those visiting the vibe of the place is very laid back cozy and welcoming,Positive
melhor pizza da cidade,Positive
reshil zabezhat bystro poest pochital po otzyvam mesto pokazalos normalnym zakazal piccu salyami i kolu piccu prinesli dostatochno bystro minut za uchityvaya pochti polnuyu posadku v zavedenii pozdnim vecherom v kolu prinesli posle tryoh moih prosb k sozhaleniyu piccu prishlos est tolko chastyami tak kak niz polnostyu sgorel polnostyu i byl chyornogo cveta vyvod libo pri polnoy posadke zavedenie ne spravlyaetsya s gotovkoy libo v piccerii ne umeyut gotovit piccu a mozhet mne prosto ne povezlo tem ne menee takuyu piccu ne stoilo vynosit gostyu,Negative
this one is for you anna maria i found the food divine the service superb and the atmosphere excellent it was hard to beat a chance encounter with alex the owners impeccably lovely son but the food talks for itself used to live in kathmandu for several years coming whenever i could and i make sure to dine on subsequent visits highly recommend,Positive
i recently had the pleasure of dining at this remarkable restaurant and i must say it exceeded all of my expectations from the moment i walked through the door i was greeted with warm smiles and a genuine sense of hospitality from the very owner a very handsome man sorry to say ana maria this restaurant run by an english family offers a delightful fusion of italian and international cuisine creating a truly unique and unforgettable dining experience the menu is a culinary masterpiece showcasing an array of mouthwatering dishes that beautifully blend the flavors and ingredients from both cultures each dish is expertly crafted with precision and love resulting in a symphony of flavors that dance on your palate the attention to detail is impeccable and its evident that the chefs take immense pride in their creations the ambiance of the restaurant is nothing short of magical the cozy and inviting atmosphere instantly transports you to a different world where time seems to stand still the tastefully decorated interior coupled with soft lighting and soothing music creates an intimate and romantic setting that is perfect for any occasion not only is the food exceptional but the service is equally outstanding the staff is knowledgeable attentive and always ready to provide recommendations or answer any questions you may have their passion for what they do shines through in their attentive and friendly demeanor making you feel like a valued guest throughout your entire dining experience one cannot talk about this restaurant without mentioning the delightful selection of wines and spirits the carefully curated wine list boasts a variety of options that perfectly complement the diverse flavors of the dishes whether youre a wine connoisseur or simply enjoy a good glass of vino youll find something to suit your taste in conclusion this restaurant is a hidden gem that deserves all the praise it receives and more the combination of italian and nepali cuisine the cozy and inviting atmosphere and the impeccable service make it a mustvisit for any food lover if youre looking for a unique and delightful dining experience look no further trust me you wont be disappointed,Positive
great service and delicious pizza,Positive
more expencive pizza in thamel area in kathmandu best for forenar,Positive
best pizza place in kathmandu,Positive
great pizza and pasta,Positive
harika bir yer,Positive
nikak ne ozhidaesh v katmandu nayti takuyu klassnuyu picceriyu upd years later still a great place,Positive
we orders a vegetarian pizza which was just ok as it was a little bit burnt and overpriced at over rs i have had better rs pizzas although not as large as this i wanted some water with the pizza and they supplied a ml bottle with their logo on it for rs the bottle had a mrp on it for rs the place seems very popular however it will not include a return visit from my side,Positive
good pizza,Positive
verkochtes essen service versucht sich heraus zu reden wirklich sehr sehr enttauscht,Positive
couldnt be better came here times during my time in nepal great food service and generally friendly vibes highly recommend,Positive
great place and amazing food,Positive
food as always nice but for summer time felt bit crowded and hot would be nice to get some cool air while we enjoy our company and fooddrinks,Positive
id heard so much about this place and everyone constantly recommended it good pizzas for sure we really enjoyed the soft yet crunch base however the place is a bit too pricey good place for a nice dinner and i would still recommend if youre in the mood for some italian food to cut through the thalis and momos,Positive
lovely pizzas,Positive
best pizza in kathmandu,Positive
first off looking at the crowd in the restaurant one may think its a really good restaurant but that really is not the case once shown to the table you are not asked about your order until you call someone to come and take the order we had ordered garlic focaccia bread first and it was good but most of the pieces had no garlic on them when approaching the manager about it they just gave us garlic oil instead of providing us with minced garlic okay after that we had a half and half pizza one side margherita and the other side i dont remember but was just two lines below margherita on the menu and it was very mediocre give that it was a neapolitan pizza restaurant i was expecting there to be fresh mozzarella or cut up mozzarella instead of the grated kind after that we had gnocchi in a butter sauce which was actually pretty good and then we had a aglio e olio pasta dish which was completely and trust me when i say completely it was literally just pasta and olive oil no garlic or parsley or chilli flakes taste to it and this resulted in us asking for a sauce to go with it after that we party of three were still quite hungry so we ordered arrabbiata past and again the tomato sauce was really bland and kind of put us off the fresh orange juice was quite good but it was not cold at all and also it is not rocket science to make a good fresh orange juice i do not blame the managers or the service staff at all in this the owners and chefs need to work together to make a better cohesive menu and to educate staff in managing the restaurant,Negative
good food and friendly staff,Positive
nice pizza with nice atmosphere by the tridevi temple a pizza with two flavours is available for ordering love their sun dried tomato,Negative
place was buzzing but service was good pizzas were excellent highly recommend,Positive
good gluten free pizza the texture is a little different to a regular pizza but the taste is nice its good to find a gluten free pizza in asia both pictures are gluten free i went back cause i liked it,Positive
great pizza great staff,Positive
salad and a parma ham pizza tasty with a wholewheat crust option fast service large windows allow a lot of fresh air nice atmosphere but feels rushed the bill looks very unprofessional and no prices vat etc shown so you cant check the bill,Negative
neparudeben ge pizagashi beremasita mei wei sikatutadesu darubatonibao kitaratamanihaitarianosusumedesu,Positive
best pizza in town top service perfect for lunch not for dinner though because of the benches,Positive
starters crostini mushroom with cheese and cherry tomatoes mains margherita and rompipalle dessert chocolate walnut brownie with soft served icecream portions were all fulfilling however the sauce in rompipalle was bit bland it did not have that spicy meat sauce flavour,Positive
clasica pizzeria si vas a comer otra cosa piensalo mejor el lugar es muy bonito agradable limpio buena atencion y buenos precios,Positive
bonne pizza biere fraiche service un peu long,Positive
great selection of pizzas with a thin crust well prepared and cooked atmosphere also quite good situated at a very central place in kathmandu,Positive
the food was really tasty and portion sizes were perfect the staff were helpful and respectful the atmosphere was buzzing,Positive
the food is usually great here was visiting after long didnt find it upto the mark,Negative
la pizza etait vraiment delicieuse et le service a emporter assez rapide le prix est quand meme beaucoup trop cher dommage,Positive
good taste and open area to walk,Positive
very expensive,Negative
nice restaurant very clean friendly service fresh pressed juice and the pizza,Positive
nice restaurant very clean friendly service fresh pressed juice and the pizza wow thin tasty best i had in italy oh i am in nepal really good worth to try,Positive
its a nice experience for of us until we paid the bill we paid by cash and counted money times before gave it to a staff a few mins later staff came back and told us that the money was not enough total bill r we were so sure that we gave pieces of note the rest were notes but they brought back for us to recount it had only pieces of note left we added more money to end the discrepancy be warned if paying by cash better go to cashier and count the money with cashier,Negative
never order pizza with spinich and zucini tastes terrible went there with a veg friend thought of trying something newwhich turned out very bad i am sure other pizza would be nice,Negative
pizza is good but could develop more been here and years ago and then now just last week didnt feel it changed too much,Positive
fire and ice pizzeria is one name that everyone would remember when it comes to pizza multiple occasions have visited them for their pizza other food like lasagne etc it is a must to try when you are in kathmandu and even convenient if you are in and around thamel ambience i feel it needs more space as its mostly crowded the staff are good,Positive
excellente pizza italienne,Positive
the best italian food ive had in asia dont miss if youre in kathmandu and fancy pizza lovely atmosphere good drinks selection and great pizzas,Positive
i love to have pizza at fire and ice,Positive
nce restaurant and friendly staffs,Positive
fantastic i love it fire and ice restaurant is best choice in nepal for pizza and italian food,Positive
its one of the best place for pizzas lots of options to choose from pizzas here are really good beside pizza there are lots of other options available as well like pastas lasagna dumplings salads etc menu price is on higher side the place is usually crowded with tourists as well as locals free parking coupon provided for visiting customers,Positive
i wouldnt really say their food is authentic i ordered the prosciutto pizza and it was definitely not real prosciutto the lasagna was pretty minimal on the ragu and the cheese the waiter forgot my order of beer but still it was a nice place and the pizza itself had a good base and texture on the expensive side response to the owner id request that if youre serving different types of prosciutto then please be more clear on the menu i would say its worth debating if you say theres only one type of lasagna in italy for me and according to the types i like there i felt it was minimal on the ragu and cheese for the owners response below my review im curious as to why he felt the need to defend his food only versus the gaps in service i faced i had to call multiple waiters to get another round of beer and the waiter mixed up orders between tables and caused some confusion,Positive
wow one of the most overrated places ive been the food is sent out within min of ordering meaning that basically everything is preprepped i ordered a spaghetti bolognese and some pizzas including their signature fire and ice the spaghetti was mediocre and the pizza was horrendous soggy unsalted goop that wasnt even cut properly dont come here the signature fire and ice was even more bland and the worst thing we ate that day beware,Negative
this is the best pizza in thamel i would go back dont expect italy but its super good for kathmandu,Positive
gorgeous venue the outdoor terrace overlooks a beautiful courtyard we came for pizzas and tried out a bunch they are good however some of the recipes that should pack a lot of flavor eg la ciccia caramelized onion and sausage felt a bit dull but maybe it was just that one batch,Positive
food service and atmosphere are all good gave star because the seatings were not so comfortable,Positive
the penne,Positive
amazing pizza tasye,Positive
good place for pasta,Positive
we love the pizza here the thamel location was closed so we made a special trip to this location it did not disappoint much less crowded same great product also the small mall where it is located was fun to explore dont miss the ice cream,Positive
love this place with good food good ambience n vibes good service and very nice staff did i mention good pizzas,Positive
pizzas and lasagne are good similar to thamel the place was quite busy during dinner time and a bit long wait for food i felt like the service could have been better the main hall was very hot and humid dont know about other sitting areas they also have an outdoor sitting space,Positive
felt like pizza for the first time great ambience good service just everything you need,Positive
you will just love it here pizza perfect atmosphere perfect service perfect great place to hang out and click beautiful pictures,Positive
ive been a regular at fire ice and always enjoyed the food but today was very disappointing we saw cockroaches on two different tables right in front of the staff who reacted casually and didnt seem to care ive attached a video showing more cockroaches on the floor clearly a serious hygiene issue also the staff wasnt helpful or willing to make basic customizations to our food really hoping the management takes this seriously and improves both cleanliness and service,Negative
located within international club the original fire and ice has been brought in this beautiful setting with the same original taste,Negative
ive been coming to fire ice for many years and have always appreciated the food and overall experience unfortunately todays visit was extremely disappointing and raises serious hygiene concerns we saw three cockroaches on the table itself two on the first table we sat at and another on the second table we moved to both incidents happened right in front of the waiters yet the response was disturbingly casual one simply offered a quick apology and seemed completely unbothered as if this was nothing new im also attaching a video that shows cockroaches crawling on the restaurant floor which further highlights how unhygienic the environment has become this is completely unacceptable for a food establishment i sincerely hope the management takes this issue seriously and implements immediate pest control and sanitation measures on another note waiters over here too are not cooperative or emphatic while requesting for few modifications over pizza or any other food items,Negative
never order bolognese pasta here it tastes like really bad keema noodles with nepali tomato achaar and the pollo pizza literally tastes like roti with saltless potatoes as toppings and barely any chicken the service here is also really bad we had to ask for water and the pizza dressings despite being a pizzeria they didnt provide us anything to put on it we had to ask for it its worse than any restaurant ive been inthe only thing good about this place is that it is in the premises of international club thats about itcame here with high expectations and going with disappointment,Negative
as regulars in fire ice our recent experience at the jhamshikhel branch was not only disappointing but truly upsetting we ordered two pastas a carbonara and a pomodoro unfortunately both dishes were a letdown the carbonara contained pork that had an unpleasant almost spoiled smell and both pastas were extremely dry and lacked flavor this was completely unexpected given the standards fire ice is known for we sent the carbonara back and even after getting a new one it was still bad not like how it used to be however what followed was even worse being loyal fans of the nutella crepe with ice cream a dessert weve enjoyed countless times at fire ice thamel we were shocked when it arrived with melted ice cream that tasted sour and off clearly indicating it had gone bad we immediately raised the concern with the staff but instead of acknowledging the issue they insisted that the chef had tasted it and claimed it was fine we politely requested that they replace it without the ice cream they refused stating the kitchen was closed we then asked for a refund for the clearly inedible dessert but again they flatly refused with no effort to resolve the situation or offer any form of compensation despite explaining that we had just had the same dessert at the thamel outlet the day before which was excellent as always and clearly knew the difference the staff continued to be dismissive and unhelpful we hope the management takes this feedback seriously as customer loyalty should never be taken for granted,Negative
writing a review because the wait staff truly impressed me with their attentiveness after a heavy pizza id ordered a tiramisu for dessert which was delicious but was picking out most of the biscuit layer as i was full by that point and wanted to enjoy just the cream a waiter noticed and stopped to ask me if there was anything wrong with the tiramisu i told him no and that i was just full and that the tiramisu was indeed delicious but i was really impressed that he bothered to check in and make sure i was happy with my dessert i rarely come across such attentive service in kathmandu so this was a pleasant surprise plus the sanepa branch is just beautiful i really love the red walls and mosaic tiles,Positive
the staff and location are lovely but the pizza itself was mediocre especially for the hefty price ive had better in nepal,Positive
quality pizza and a good place to spend time conversing with friends a foreign staff even gave us some pizza to try for a new flavor their working on,Positive
last order last order last order last order sir last order this is what we were constantly heckled with as soon as we sat down a whole hour before closing time and a good half an hour before their actual last order time the staff here really need some training they act like they do not even want to serve you and would rather go home oh and they will also force feed you the bill and figuratively kick you out let the people eat in peace and enjoy their food and company ffs,Negative
the pizza is so mediocre they gave us scrambled eggs with spaghetti in the name of carbonara and when confronted said we make authentic carbonara with no cream so you will inevitably be served scrambled eggs for hospitality for food and for drinks,Positive
food average not so good not so bad atmosphere quite goodbut service worst their service is selective and depends on the bill amount of your table if youre in group or order more expensive foods youll be respected and treated with good service else if youre thinking of having one pizza and a dessert only then my friend dont even expect of being acknowledged that you exist,Negative
the pizza was amazing some of the best ive had in south asia the dough was cooked well and crispy bust still a little chewy,Positive
good food,Positive
the staff were too busy to serve us the food was nothing great or outstanding and even the temperature was not controlled some tables had no access to fans,Positive
being inside the international club its a pretty comfortable environment so that makes it a lot easier for this location to do well but the food and the service is on par with the original fire and ice and it tastes great,Negative
i must say the pasta was absolutely juicy and tasty the outdoor sitting under sun during cold weather was very memorable nice place to sit with friends and family,Positive
delicious food cozy atmosphere and excellent service the pizzas at fire and ice sanepa are authentic and full of flavor the staff were friendly and efficient and we were impressed by how smoothly everything ran with the help of their ims software highly recommend for a great dining experience,Negative
kathmandu is lucky to have the mediterranean gem,Positive
their bolognese is still as awesome as the one i had at their thamel branch back in,Positive
a must visit places in kathmandu,Positive
chilling vibes,Positive
fire and ice pizzeria established in by italian chef annamaria forgione has become a beloved dining destination in kathmandu nepal offering authentic italian flavors in the heart of the city food quality the pizzeria is renowned for its traditional neapolitanstyle pizzas characterized by thin crispy crusts and a variety of fresh toppings patrons frequently praise the use of highquality ingredients and the authentic taste that evokes the essence of italy one reviewer noted best pizza in kathmandu service and ambiance guests often highlight the warm and inviting atmosphere of fire and ice pizzeria the establishments cozy interior combined with attentive and friendly staff creates a dining experience that is both comfortable and enjoyable the restaurants popularity means it can get quite busy especially during peak hours so planning ahead or making a reservation is advisable overall experience fire and ice pizzeria has consistently maintained its reputation for delivering highquality italian cuisine in kathmandu its commitment to authentic flavors excellent service and a pleasant dining environment makes it a standout choice for both locals and visitors seeking a genuine italian dining experience in nepal,Positive
ok,Positive
gagyeogdaega jogeum issjiman segeum nepaleseo meogeun pija jung gajang masissgo seobiseudo neomu johassgo mueosboda jubyeon bunwigiwa geonmuli nepaldabji anhge neomuneomu yebbeugo gogeubjyeossdeon gos yeohaenge jicin buniramyeon ggog bangmunhaseyong italria hyeonjibuni jigjeob unyeonghasindagu habnida,Positive
ive visited this place multiple times but with each visit the quality seems to decline the service isnt as good the atmosphere feels off and overall it just doesnt meet the expectations it once did the service isnt as attentive the atmosphere feels off and the overall experience just isnt what it used to be its disappointing to see the decline as it once had great potential i really hope they make improvements to bring back the quality that initially made this place enjoyable,Negative
ordered a carbonara and was thoroughly disappointed there was scrambled egg in it chef will know what went wrong the restaurant came highly recommend by locals,Positive
our hungry eyes always drag us to this famous pizza restaurant we love the pizzas and the hot chocolate it is always clean and in the heart of city the pizza is fully an italian style and is best served compared to any other fire ice pizzas are the best,Positive
ive only had pizza here and its good nothing special and its similar to other pizzas you can find in this price range the environment is bit noisy if you plan to sit inside but sitting outside watching the sunset having those slices of pizza is an amazing experience recommended,Positive
the interior decor really gives the italianish vibe to the restaurant the concept of the color of nepal flag as interior decor is so good i had ettore and al forno and both were just amazing,Positive
always great pizzas,Positive
pizza is very good but some people might find it bland the spaghetti and lasagna is to die for their service and ambience is unmatched good place to hangout catch up with friends family,Positive
ottime pizza e pasta veramente italiane il locale e molto bello e il servizio perfetto,Negative
good fresh food,Positive
very good place to have italian food,Negative
i went fire and ice located at sanepa and i impressed with there waiter name something like manab maharjan he is very cool and very gentleful person i loved his services i order salame pizza its was very delicious and service was soo fast thankyou fire and ice sanepa for your beautiful service,Positive
one of the best pizza available from ktm,Positive
love it will definitely go back,Positive
very good italian restaurant,Negative
lovely place wonderful atmosphere,Positive
love everything about this place,Positive
beautiful restaurant in the club they have seating indoor as well as outdoor service is quick pesto spaghetti was amazing the bruschetta was really good especially the olive one aglio olio spaghetti is not worth ordering even once the garlic oil is great all the vegetarian pizzas that we tried were great the variety of pizzas is insane the chocolate mousse and soft serve were great too tiramisu was good but ive had better the lemon iced tea was phenomenal definitely visit if youre in kathmandu,Positive
i had a fantastic experience the atmosphere was truly remarkable creating a welcoming and vibrant environment that enhanced our meal the pizza was delicious featuring a wellbalanced flavor and fresh ingredients what stood out the most was the exceptional customer serviceattentive friendly and genuinely caring overall it was a great dining experience and i highly recommend it for both the ambiance and the service,Positive
fire and ice is one of my go to pizza places and it has never disappointed me the panini that they serve is really good as well the ambience of this place is nice and has a garden space as well,Positive
used to be the best place to get italian food,Negative
there is a large garden nearby so it is a place where you can watch performances and the atmosphere is good i ate carbonara with eggs and i thought it was a healthy and fresh idea i was satisfied with both the taste and nutrition,Positive
best place for pizza and pasta as we all know from thamel outlet it is same here too safe option to choose to lunch or dine the quality of the food is always good,Positive
we went to the newly renovated international club for lunch ordered lamericana and ettore along with some chilled beer everything was okay nothing special the beer could have been better if served in a chilled glass,Positive
dont believe what the locals tell you go to pizza square instead fire and ice is a charmless restaurant with a mediocre understanding of pizza for example a calzone came with chunks of boiled egg when the egg should have been melted into the cheese and filling the chef clearly boiled and chopped an egg and slapped it onto the pizza en route to the oven the other pizzas were generally flavourless insipid even the staff were friendly in person but very rude when we rang them after the meal when one of us got very bad food poisoning runs to the toilet in hours before we even said what we ordered the stubbornly insisted it wasnt their fault i instead recommend pizza square in patan whose gourmet and affordable pizzas and excellent service will satisfy your appetites,Negative
pizza was crunchy and delicious,Positive
i am a huge lover of the nutela crepes in fire and ice usually today i had them and they barely put any nutela in the crepes the chocolate sauce whatever it was got stuck in my teeth furthermore the lady said they dont validate parking for deserts and drinks this seems a little too stingy in my opinion overall just a disappointing experience,Negative
i used to love pizzas from fire n ice thamel i tried the new spot in international club the pizza was very disappointingwe couldnt even finish it,Positive
chill place for pizza and pasta,Positive
most overrated restaurant waiters always look angry very bad customer service no air conditioning super average or sometimes below par food,Negative
i ordered the melanzane with pineapples and my friend ordered the ettore both were really good enough to last for lunch the next day which is always awesome very nice host and other staff members were kind as well not pictured but i also ordered the tiramisu which was the perfect size and really good would come back again outdoor seating is nice and the ambiance of the international club at night is very relaxing,Positive
pizzas,Positive
bad attitude of service person staff why we ordered pizza yards back side of pool they served in takeaway pack we decided move inside and enjoy those pizza suddenly one waiter came to us and said outside drinks is not allowed here we just order coffee at pool which was half of cup remain we replied ok from next time we will take care of this it was not our intention after one minute again other waiter came to us and said same things i think this is human and social understanding matter why they raised that drinks issues again and again while we are enjoying family time if you care that much why didnt u served pizza with plate and knife if it was not possible then why u didnt mention before take order make sure everything before sale your food our intention was not that your staff are too rude and less manner with customer i dont want to recommended this outlet anymore,Negative
not a bad,Negative
one of the finest pizza place in the town a neoclassic aesthetic place built around rana regime didnt find any napkins on the table but overall the food atmosphere parking were good,Positive
the best pizza in kathmandu in a beautiful garden and really good ice cream just next door,Positive
large and good pizza in sanepa,Negative
dear anna as a food enthusiast ive been enjoying pizzas at your lovely pizzeria for over two decades and im grateful for the consistent quality and service however i have a request for your international club patan branch please consider improving the air conditioning despite spending thousands of rupees on each visit its uncomfortable to sit near the limited aircoolers yet disheartening to see your hardworking staff including the waiters and the lady at the counter fanning themselves with bare hands against the high summer heat and work pressure adding a few ceiling fans and acs would greatly enhance the dining experience as well as healthier working environment for your staff both vital to the business thank you best regards a loyal customer,Positive
good food love the food there but no customer service it was hot as hell no fansno ac just coolers and the attitude of the waiters take it or leave i feel places like these should leave a benchmark for others to follow they dont respond to suggestions very disappointed today,Positive
good pizza,Positive
had a nice pizza there,Positive
service good,Positive
good ambience,Positive
hands down the best in nepal roadhouse and this place both seem to be on a tie for me but ambience wise this wins,Positive
good food and a very good ambience,Positive
i cant deny that the food at fire and ice is tasty but the quantity of ingredients used and the portion sizes has definitely decreased significantly at this spot unsure if its the same at the original location in thamel but it just seems that way here food is good environment is good service is a bit on the slower side parking available at the back,Negative
the pizza is great relying on foodmandu to deliver it is fn hopeless it took mins to deliver after it was picked up were mins away totally cold had to heat it in frypan hmm,Negative
always a great experience with the best pizzas,Positive
amazing experience here its worth every penny,Positive
this fire and ice is situated in a beautiful old palace grounds there is inside and outside seating arrangements the staff is friendly and well mannered we went for coffee and crepes it was delicious perfect to the point,Positive
a vintage old rana building complex built definitely in english colonial time lots of parking place playground for kids and last not least like awaited from this meanwhile an institution for italian cuisine very well done pizzas and pastas whereas the pasta would have been better if it was done al dante the service team needs to get briefings and couchings,Positive
this restaurant offers a great dining experience with delicious dishes and attentive service however we recommend avoiding the weekend rush as it can get very crowded and noisy,Positive
good authentic pizzas,Positive
our experience at the restaurant wasnt ideal we arrived at am and inquired about the closing time which we were told was we hurriedly placed our order only to learn that they would accept orders only until the staff began rearranging furniture at and making noise while we were still eating which disrupted our meal we felt that given the restaurants stated closing time of such activities could have been postponed until later despite our attempt to place another order at we were informed that no further orders would be accepted while we understand that the restaurant adheres strictly to its policies we expected more flexibility and better service especially considering the premium prices as guests we anticipated a higher level of hospitality and understanding of our needs,Positive
the choice to stay indoors or outdoors facing the lawn ups the atmosphere of this outlet of firice and makes it childfriendly too,Positive
the food and the pricing is very appealing had the soup and pizza and it was very delicious the place was packed on a tuesday evening seems to be very popular with the local crowd though i hear their other restaurant thamel location is supposedly even better the location where this restaurant is located is a heritage place so that adds to the charm of the experience,Positive
lovely place lovely food lovely staff cant wait to visit again,Positive
always a great place for pizza and their chips,Positive
food is good but not worth the price but if you consider the ambience and service maybe its worth it,Positive
located in the best place always here for the pizza and tiramisu,Positive
easily one of my favourite places in ktm for a good italian meal,Positive
the ambience is awesome the whole complex consists of a big gardenopen space huge parking area fire and ice pizzeria himalayan java coffee nenepal hand made artisan jewellery store silk icecream and many more the ambience is just wow with peaceful area with lots of open space for kids,Positive
good food good service amazing ambience with lots of parking,Positive
great food great atmosphere and great service,Positive
i have been going to the fire and ice location in thamel for two years i only recently discovered the lasagna polenta etc definitely recommend this dish if you crave a taste of home brought back good memories,Positive
beautiful atmosphere delicious pizza,Positive
it was the first time i visited fire and ice pizzeria the wait staff were quite active and quick the pizza we had was delicious the place is bigger with three different places the seating is comfortable and peaceful it also feels private good to visit with your friends family or a date,Positive
always a great place for pizza and lasagna taste is very consistent no matter how many times youve been there,Positive
wow pizza wow sandwich wow italian food just tastes like a wow so tasty so delicious and so creamy and mouth watering just wow wow wowwww,Positive
good food,Positive
excellent,Positive
amazing pizza,Positive
highly recommend very good food and atmosphere,Positive
food is good but service is a problem it is not able to handle a house full crowd,Positive
ordered a pesto pizza regina they brought us the pesto after we finished half of the pizza management does not care about customer feedback bad experience,Negative
fire and ice in sanepa international club no need to go to thamel for the people of lalitpur,Positive
had a positive experience at the thamel franchise previously i had high expectations but i was greatly disappointed by the taste of the carbonara the veg lasagna didnt quite satisfy me and it lacked the desired harmony between the sauce and vegetables the predominant taste was of spinach and zucchini ambiance the exterior had a cozy feel while the interior was of a familyoriented atmosphere service the service was reasonably prompt but i wasnit particularly impressed asked for water twice and didnt get it thamel fire and ice,Positive
the most overrated restaurant expensive without any taste pizza had no toppings pasta was bland ambiance was okish,Negative
they serve one of the best gourmet pizza in kathmandu i especially love their signature spicy rampopelli pizza the new branch in international club is just as good couldnt say enough do visit recommended,Positive
nice pizza nice place,Positive
fire and ice always has good pizzas,Positive
good for outing,Positive
pizza was dry and not as tasty as i thought for the price we pay we expect a higher standard,Negative
another example of focusing on ambience and ignoring the food quality i think the name should be ice and ice pizzeria as the staffs are so cold without a smile the owner should work on both food and service,Negative
the mansion is finally ready and what a beauty she is a conservation masterpiece with fine italian food buono et grazie,Positive
yummy pizza with good atmosphere,Positive
overall the food is only okay the pizzas in thamel outlet used to be much better than here the place has both indoor and outdoor seating good vibes greenery and a nice atmosphere i really wished the pizzas to be very good and they specialize in it spaghetti was a complete disappointment,Positive
the place is a wonderful location with gardens and a beautiful building shared space with other businesses we ordered hawaiiantunaquatro fromaggila marina best flavored pizza whole wheat crusts available on all pizza was a bonus most of which were not upto the fireice standards spaghetti lasagna and risotto were good seating arrangements could be made more comfortable but taking in mind that this is a new establishment there is much scope for improvements,Positive
it was a nice white house pizza experience,Positive
basic food ambience is good food,Positive
fire and ice serve premium pizzas i like the ambiance too,Positive
fire ice has always been the talk of the town when it came to pizzas but the new location really disappointed the place is nice but not convenient it was raining and parking was at a distance without any shade for protection against the rain the parking wasnt free either free for himalayan java but not for fire and ice the service was really bad with the staff banging the coke bottle on the table and not serving water until after the meal and after requesting it for multiple times they werent so busy either the pizza dough was and always is mindblowing however maybe unluckily the tomato sauce was not good at all and because of that most of the food we ordered turned out to be mediocre since all of them used the same tomatoes,Positive
so bad service that you feel unwelcomed no one smiles food wasnt good small table,Positive
beautiful new location the food is simply excellent,Positive
lovely place in the premises of international club sanepa ambience is very good had ettorechicken pizza cafe latte and a frappe and everything was very yumm service is really fast and i had a good time with my friend will visit again soon i would recommend this to friends and family,Positive
i was organizing my grandsons birthday dinner with some of my family members as always we were very pleased with the food drinks and everything my three grandchildren and the adults all enjoyed the evening,Positive
good place to take some beer and enjoy a nice pizza,Positive
you enter a beautiful garden amid historic welllit buildings menu and prices promise fine dining the glass of wine for nearly to rs arrives in a cheap and chunky glass that looks as if its off bhat bhatenis shelves no one will arrange your table no table mat cutlery rolled into a napkin is dumped on your table without a word the salami pizzas i had on two occasions were dry without any magic and with substandard salami from which emanated an unpleasant smell the food and service would be okay for an eatery but here you pay for fine dining really so this is a good place if you dont mind low standards and paying much for those,Negative
location wise nested within the international club in sanepa the best pizzaria in kathmandu has now a super apot in jhamel as well i had visited the parent hub in thamel a day ago which is still the best of two sanepa will give it a run for the money considering its location in sanepa l while the waiter just brought me when i had ordered two i didnt mind waiting as the outside sesting are is just next to the common garden overall give it a try and let me know,Positive
really good atmosphere and really great place for a date good pizza as expected and dont order the appetizer in my photo really not worth it would visit again with friends family or a date,Positive
raw veggies in pizza flavorless and tasteless,Negative
i ate pizza pollo tomato sauce mozzarella sweet corn chicken potatpotatoes rosemary and penne al forno both are delicious i want to eat again and again,Positive
superb location,Positive
hot insideouter tabel are quite small and raining problem,Positive
new and a more scenic place but same old ambiance and taste,Positive
very slow service,Negative
authentic italian pizza and food really wanted to cone tonlalitpur area and at last they have if you love fire and ice at thamel this is much better and spacious food is stars plenty of parking space at the international club highly recommended,Positive
although somewhat pizza is expensive compare to other places in lalitpur the pizza and pasta were awesomeserving took delayed but good vibes if live musice is introduced this will be one of best places in lalitpur,Positive
staff seemed rude and judgmental body language gave it away,Negative
excited for the new location food seems the same as the one in thamel which i appreciate lovely atmosphere and will only get better as they continue to add more to the complex so fun,Positive
delightful experience having lunch here the layout of the place is spacious and the location is super the food and service is excellent the staff is very well trained and are very courteous,Positive
worst restaurant staff security,Negative
